ID,MET,METphi,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total_products,Total_b,Total_j,Total_g,Total_leptons
1432,37965.2,-1.3202399999999999,169463.0,140616.0,-0.624781,-2.91873,89415.5,86760.4,-0.214082,-0.8449909999999999,121238.0,86653.0,-0.865749,-0.338557,76324.2,65922.0,0.532741,1.25928,6,1,5,0,0
1433,54843.4,3.04815,190371.0,128405.0,0.931897,0.268268,122729.0,71608.2,1.11983,-3.06027,215097.0,71481.4,1.7627700000000002,2.1701900000000003,96193.7,69350.5,0.852931,-0.9378540000000001,6,2,4,0,0
1434,39785.3,1.8512,230186.0,161659.0,-0.8874719999999999,-0.777482,103429.0,78492.6,0.7754300000000001,1.86067,72662.7,40410.9,-1.18895,0.580832,109268.0,39426.6,-1.67629,-2.11231,5,2,2,0,1
1435,51082.3,3.1007700000000002,851671.0,659283.0,0.714129,-1.63794,739673.0,632106.0,0.535654,1.46071,173835.0,133623.0,-0.7168,-0.9730280000000001,166708.0,100502.0,-1.0820299999999998,2.09097,10,3,6,0,1
1436,25097.0,0.994085,85502.2,57973.6,0.92439,-2.82124,69465.9,54401.2,0.700253,1.5755,56183.2,42654.5,0.774187,-1.11065,143920.0,33810.5,-2.12708,-1.16639,5,1,4,0,0
1437,55557.0,1.3690200000000001,90395.4,85311.2,0.331875,-1.35513,65474.2,58444.0,0.484323,2.8284700000000003,52584.1,31489.2,1.08749,0.292066,301571.0,26540.4,3.12116,-2.57757,6,1,4,0,1
1438,98120.8,2.35813,574659.0,270517.0,1.38473,-2.4203099999999997,315951.0,156399.0,1.32038,1.02834,189123.0,136005.0,0.824051,-0.7245659999999999,100257.0,79643.6,-0.701303,1.07934,8,2,5,0,1
1439,168050.0,-2.5142900000000004,140257.0,127285.0,-0.353246,2.25907,247383.0,110786.0,-1.43786,1.14167,154790.0,102141.0,-0.974833,-0.368487,82344.1,79343.2,0.229084,-0.990511,10,3,6,0,1
1440,1157.87,-2.65341,112398.0,112221.0,0.0152368,0.324685,201059.0,97387.8,-1.34914,-2.9742900000000003,1059860.0,96140.9,-3.09097,-0.7371800000000001,52349.9,51061.0,0.173019,-2.8917200000000003,7,1,5,1,0
1441,123864.0,-3.0798400000000004,219558.0,84425.8,-1.60738,-0.823247,149407.0,63123.7,-1.50384,0.41183800000000004,215794.0,43419.0,-2.28466,-0.174525,186957.0,39172.2,-2.24472,1.82443,5,1,4,0,0
1442,91891.6,-1.91468,114887.0,110648.0,0.258456,-0.30894499999999997,114578.0,105012.0,-0.316092,2.03733,57456.9,55609.1,-0.219037,2.82536,83271.7,25916.3,-1.83371,-1.01529,5,2,2,0,1
1443,30123.7,2.21653,254159.0,144985.0,-1.15924,-1.72855,575392.0,132370.0,-2.14683,1.95925,234308.0,112591.0,-1.34965,0.0429474,0.0,0.0,0.0,0.0,3,2,1,0,0
1444,36156.2,1.1798600000000001,373387.0,186589.0,-1.30519,-3.07438,213190.0,171441.0,-0.6347,-0.9002819999999999,150665.0,117622.0,-0.69822,2.08174,119124.0,110478.0,-0.382557,-1.76659,12,2,10,0,0
1445,35096.8,-1.44044,205496.0,111128.0,-1.21556,1.9613,215702.0,74545.1,-1.7181400000000002,0.302675,38694.3,37337.5,0.216604,-0.937591,67917.1,31498.5,-1.40027,-1.68475,4,1,3,0,0
1446,46339.8,0.957578,126876.0,123107.0,0.0428735,0.227056,141779.0,103561.0,-0.815453,2.4325900000000003,432956.0,101048.0,-2.133,-2.97092,111697.0,79159.1,-0.8583219999999999,-0.010551999999999999,9,0,9,0,0
1447,20212.8,0.104164,255867.0,87432.9,1.7355,-1.57073,173657.0,68400.1,1.58262,2.63554,1140600.0,43909.8,3.94993,1.1977200000000001,286016.0,32717.7,2.8574900000000003,-0.734784,5,1,4,0,0
1448,24961.6,-0.487479,1231170.0,118755.0,-3.0294,0.587623,121807.0,97479.7,-0.6857489999999999,-2.51125,101000.0,95557.9,0.303468,-2.88767,121393.0,51851.8,-1.48738,0.42628,10,2,8,0,0
1449,32761.6,2.91682,97614.4,60165.2,1.06262,-2.47114,38485.8,36248.3,0.203926,0.257769,255711.0,34575.7,-2.68908,1.50921,223070.0,33707.1,-2.57671,-2.81395,7,1,6,0,0
1450,12462.8,2.66534,102748.0,87793.4,0.550716,2.90861,84242.7,83344.6,0.08854930000000001,0.486889,170398.0,66837.1,1.58425,-3.00809,50494.7,49256.0,-0.00679488,-0.774567,7,2,5,0,0
1451,86557.6,2.99226,142482.0,138680.0,0.06215459999999999,1.65695,129783.0,125219.0,0.251345,-0.197747,97194.7,79475.3,0.647863,-0.80591,1468950.0,59977.5,3.89104,-0.10195499999999999,8,0,6,1,1
1452,35817.2,-1.55418,411747.0,126108.0,-1.85169,2.52886,82899.8,74329.0,-0.436965,0.143209,812798.0,73132.6,3.09891,1.32683,78448.0,70876.4,0.445779,-0.769757,8,1,7,0,0
1453,57420.0,1.12856,772965.0,219065.0,-1.93232,-2.61673,140974.0,138506.0,-0.16650299999999998,-1.65642,194829.0,120583.0,1.04417,1.60851,115379.0,112757.0,0.159711,0.330208,7,1,6,0,0
1454,45706.1,0.273907,312670.0,134353.0,1.48501,-1.54506,444446.0,95157.4,-2.2223900000000003,2.97361,176580.0,71426.9,1.54788,1.6667599999999998,123248.0,59313.9,1.35202,0.6561020000000001,7,3,4,0,0
1455,48846.9,-3.00747,92778.0,71568.8,0.746966,-0.0627859,148735.0,38829.5,2.0158,1.22108,117176.0,27146.3,2.13934,-1.32989,45642.6,26998.1,-1.09441,-0.287632,6,1,4,0,1
1456,201339.0,-1.8656,835697.0,88679.1,-2.93306,0.849203,99630.5,71571.8,-0.854613,2.50481,220917.0,67252.5,1.858,2.00648,86666.6,56933.8,0.977193,-0.45126499999999997,7,2,4,0,1
1457,8552.39,1.30892,157637.0,147164.0,0.292641,-0.50726,140401.0,109901.0,0.725939,-2.68352,214819.0,69760.4,-1.78744,1.59212,59845.6,53726.5,-0.469469,1.35194,9,1,8,0,0
1458,18720.3,0.7398640000000001,659577.0,167696.0,-2.04536,2.3273200000000003,142983.0,122907.0,0.5595760000000001,-0.09655880000000001,265363.0,119066.0,-1.43664,-2.27148,104270.0,70909.3,-0.927386,-1.46984,8,1,7,0,0
1459,147912.0,2.5757,244319.0,109233.0,-1.44253,0.263784,222971.0,73676.9,-1.76723,-1.4316799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0,0
1460,48945.7,-2.12783,954699.0,863628.0,0.411495,1.3983,518602.0,484500.0,0.316433,-1.2119,443824.0,435377.0,0.179329,-2.16046,100504.0,69332.3,0.910058,2.60708,7,1,6,0,0
1461,79837.5,-1.14183,136707.0,78202.4,1.15328,0.385216,37410.7,37168.3,0.0201,2.1653599999999997,98470.1,32740.7,-1.75791,3.04887,42421.4,30428.4,-0.850348,-2.38163,6,2,3,0,1
1462,40804.8,-2.31751,158966.0,133750.0,-0.587482,-1.82685,110210.0,99906.8,0.437262,1.14073,76299.2,74905.5,-0.07799910000000003,-0.553318,66570.9,65254.9,0.162708,2.4064,4,1,3,0,0
1463,36445.8,-2.8738599999999996,163856.0,150274.0,0.419054,0.668942,130437.0,109047.0,0.513677,-2.25458,71134.0,57977.0,0.6472829999999999,2.38073,661518.0,51734.5,3.23987,-0.332791,4,1,3,0,0
1464,60622.2,-0.869185,191421.0,186283.0,-0.171129,2.6655,172155.0,147853.0,0.477359,-1.6057,127123.0,121201.0,-0.253203,1.0305600000000001,100080.0,83096.1,-0.623857,-2.21733,7,1,5,0,1
1465,60070.2,2.7502299999999997,213966.0,95902.3,1.43754,1.30064,184909.0,84982.3,1.40295,-1.53312,346258.0,38001.1,2.89931,-0.12125599999999999,351025.0,32940.1,3.05676,-1.69203,6,1,4,0,1
1466,33088.8,-2.16337,198597.0,76892.8,-1.60071,1.4758,89260.0,45812.0,-1.28386,2.54667,42335.3,42209.4,-0.0626508,0.19355,102977.0,40281.8,-1.58207,-2.97804,6,0,6,0,0
1467,16668.9,0.964305,491341.0,137883.0,-1.94049,-1.14319,240446.0,94376.1,-1.58079,2.58498,47840.1,39962.8,-0.609259,1.5513299999999999,48920.8,28770.2,1.11583,-2.0215099999999997,5,1,4,0,0
1468,152708.0,1.7221799999999998,471793.0,432685.0,-0.329045,-1.20343,431043.0,393479.0,-0.397627,2.76375,666781.0,312734.0,1.38757,0.33259299999999997,495892.0,85438.8,-2.44371,2.6257900000000003,11,3,8,0,0
1469,55122.3,-1.85723,478137.0,120761.0,2.05239,1.7643900000000001,111479.0,85039.5,0.761185,-1.65881,156601.0,57925.8,1.6492099999999998,0.5988,47397.6,27607.9,1.13536,1.9446599999999998,4,2,1,0,1
1470,33003.7,-2.13657,296168.0,285271.0,0.106428,3.0846,1123840.0,235811.0,-2.24256,1.16832,349958.0,189489.0,1.21961,-0.9507190000000001,119407.0,102363.0,-0.548249,-0.5453560000000001,11,3,8,0,0
1471,80126.5,-0.0934903,322164.0,232801.0,-0.843584,-1.9904700000000002,283099.0,203009.0,-0.8596229999999999,1.88631,98976.9,97673.5,-0.0964185,-1.6852099999999999,95390.1,93656.1,-0.0766042,1.7510599999999998,7,1,6,0,0
1472,90132.1,-0.49598100000000006,125160.0,120693.0,0.267725,-2.67919,98691.6,59964.9,-1.0791,0.9993049999999999,39865.1,37952.9,-0.29428200000000004,-2.0388900000000003,51135.8,36452.8,0.846525,1.19208,6,2,3,0,1
1473,101866.0,2.85065,161263.0,153824.0,-0.297951,0.07080750000000001,98692.5,66057.2,0.945638,-2.76839,60001.2,46464.1,-0.720467,-3.0381400000000003,36985.2,31249.6,-0.576519,1.05558,7,1,5,0,1
1474,213519.0,1.3174700000000001,755890.0,640632.0,-0.536875,-1.39242,877362.0,611985.0,-0.8774629999999999,2.6595299999999997,264236.0,226068.0,-0.56728,1.13006,183866.0,170794.0,0.320255,-1.02932,9,1,8,0,0
1475,17041.6,-0.7100270000000001,222129.0,210681.0,-0.299313,1.6489200000000002,139952.0,126586.0,0.446984,-1.99512,94650.6,81061.0,-0.542157,-1.9288,63340.2,62196.0,-0.0444991,-1.0650700000000002,6,2,4,0,0
1476,53941.2,1.97101,209786.0,73769.3,-1.7043,0.599775,905269.0,66941.0,-3.2960199999999995,-2.0544700000000002,353625.0,46780.7,-2.7112,2.17652,100411.0,28681.0,-1.92457,-1.63006,6,1,5,0,0
1477,17065.7,-0.425501,135215.0,121606.0,-0.413145,0.760121,478960.0,85473.3,2.40689,-1.87205,219890.0,54774.4,2.06652,-3.00215,36415.6,34874.2,0.269206,1.9058,5,0,5,0,0
1478,40711.6,2.589,184484.0,112163.0,-1.0794700000000002,-0.00824859,109903.0,89943.8,-0.616939,-2.4502200000000003,603738.0,88592.0,2.60582,2.8406700000000003,89917.4,78007.4,0.526251,-0.166631,7,0,6,0,1
1479,109966.0,-0.19222899999999998,150915.0,135336.0,-0.383681,3.12935,203692.0,61723.9,1.86125,-3.03527,301891.0,53367.3,-2.41687,0.953626,120320.0,37751.5,-1.82548,-1.5270700000000001,7,2,4,0,1
1480,86958.1,2.7429900000000003,118593.0,87149.9,0.822586,-1.02309,72283.6,70534.9,0.0448834,1.9016400000000002,164390.0,44462.6,1.98063,-0.38251999999999997,42842.5,41540.4,0.0599441,1.09494,5,2,3,0,0
1481,40033.9,0.152551,63000.1,59588.5,-0.240447,0.985993,367603.0,57457.9,-2.54284,-1.34885,86736.7,46317.6,-1.23465,-2.86158,72637.2,41351.2,-1.15705,-2.1715400000000002,4,1,3,0,0
1482,26522.5,0.275359,290116.0,122335.0,-1.5082,3.03281,328423.0,77272.6,-2.12576,-1.98773,557229.0,56270.9,-2.98294,0.831575,130914.0,41635.3,-1.81069,0.06554580000000002,6,0,6,0,0
1483,39740.4,-1.18244,200292.0,102126.0,-1.29243,-2.92257,86608.5,86220.9,0.0225704,0.141153,67600.7,59230.6,0.508907,1.29206,73879.1,52185.5,-0.870108,2.4879,9,1,7,0,1
1484,8319.71,1.55027,259178.0,239782.0,-0.321803,-2.5681700000000003,226070.0,219137.0,0.134623,0.8002199999999999,84237.9,77659.7,0.381479,-0.6610550000000001,96353.5,67254.2,-0.896676,-2.03477,10,3,6,1,0
1485,51292.8,2.91223,131828.0,130822.0,-0.0736243,-1.0704799999999999,75942.5,75048.6,-0.14855,1.60077,83574.7,45767.6,-1.20219,1.88602,44802.3,31526.5,-0.871358,-2.31317,4,1,3,0,0
1486,81408.9,-0.318357,421185.0,119255.0,-1.93273,-1.70507,324606.0,86407.8,1.99764,2.3961799999999998,128128.0,70507.0,1.1974,-3.09933,248049.0,61671.3,2.06835,1.18585,11,2,8,0,1
1487,114878.0,1.5392700000000001,267423.0,221575.0,0.594018,1.09664,480099.0,157350.0,-1.77733,-3.06786,661070.0,142368.0,-2.21563,-1.95058,325185.0,139558.0,-1.48812,-1.41277,11,3,8,0,0
1488,16957.0,0.563949,458273.0,264554.0,1.138,-0.616989,320648.0,186064.0,-1.13636,2.89403,143022.0,110204.0,-0.747866,2.2507099999999998,82633.4,65821.4,0.690696,0.389234,7,2,5,0,0
1489,22789.7,1.35617,391023.0,129433.0,1.7675,-1.21312,133260.0,89561.1,-0.948495,2.38429,378944.0,78278.1,-2.25893,2.1585,43849.0,42486.0,0.19547,-0.5243180000000001,7,1,6,0,0
1490,24916.0,2.91748,139032.0,81242.5,1.1278700000000002,2.69877,82131.6,51038.7,1.05285,1.7238200000000001,936118.0,31597.9,4.08148,-0.351458,289294.0,133784.0,1.40602,-0.507768,4,0,3,0,1
1491,79248.4,-1.71373,370850.0,339752.0,-0.3758260000000001,0.844412,248930.0,224571.0,-0.4259560000000001,-2.0218599999999998,697227.0,175099.0,2.0582700000000003,2.15207,526425.0,170229.0,1.79413,-1.17241,7,0,7,0,0
1492,31767.1,-1.68902,113297.0,112023.0,0.137217,-2.0113,88929.2,88488.5,0.0655693,0.976576,74863.7,68660.8,0.379473,2.72282,68470.8,44742.1,0.981365,0.15795,6,1,4,0,1
1493,20677.0,-3.01035,354320.0,102332.0,-1.90948,0.878323,77598.5,45589.6,-1.11383,-1.36388,200812.0,44500.1,-2.18604,-2.76207,53748.3,40157.1,-0.790098,-2.05878,4,0,4,0,0
1494,64392.3,1.90127,164267.0,142574.0,0.5424329999999999,-0.746764,132671.0,90674.4,0.925099,1.9612900000000002,421405.0,62770.1,-2.59148,-2.56243,45066.0,32354.6,0.854922,-1.6791200000000002,5,0,4,0,1
1495,511401.0,1.28401,626023.0,496353.0,0.695739,-1.97236,229896.0,130649.0,1.16257,1.73603,656781.0,129497.0,2.30661,-1.1526399999999999,68724.9,59552.8,0.522433,-1.18335,5,0,4,0,1
1496,42754.6,1.8933799999999998,297059.0,176524.0,1.10008,-0.856417,139392.0,132322.0,-0.164455,1.1450799999999999,270233.0,79719.3,-1.88838,-2.9807099999999997,434014.0,60909.8,-2.65154,-1.26701,9,1,8,0,0
1497,375335.0,-2.9133,379166.0,247795.0,-0.986084,-0.316431,213900.0,141169.0,0.946681,0.25712199999999996,260204.0,108511.0,-1.5198200000000002,0.302971,267433.0,98483.4,1.65606,1.9002700000000001,13,2,10,1,0
1498,115924.0,-1.6379700000000001,79483.3,77117.1,0.179981,2.1466,71332.7,49015.7,0.907654,0.34579899999999997,131044.0,33721.1,2.03172,1.85265,204663.0,33515.7,2.4942,0.9603709999999999,4,2,2,0,0
1499,22915.5,-1.18241,817014.0,121620.0,2.59186,1.81095,395287.0,100900.0,2.0411,-0.44528100000000004,368423.0,58034.4,2.5341400000000003,-2.40631,452111.0,50832.1,2.87516,2.96253,5,0,5,0,0
1500,244146.0,1.43756,234832.0,170768.0,0.834874,-1.8441900000000002,205292.0,68944.7,1.75325,-2.30734,304426.0,43632.2,2.6301400000000004,-0.14541800000000002,38935.6,38183.6,0.18472,-2.48943,5,1,3,0,1
1501,35584.3,0.272348,364329.0,173630.0,-1.37078,2.44004,192929.0,169211.0,0.515037,-1.0216100000000001,111472.0,66073.9,-1.10235,0.958895,74001.1,58799.2,0.664906,-2.3679,8,2,6,0,0
1502,124503.0,-1.32931,110843.0,105106.0,-0.303443,-0.557525,141884.0,88702.9,-1.04261,2.05992,94451.9,76297.3,0.672013,2.2435099999999997,167675.0,67304.0,-1.56123,-2.7135700000000003,10,2,6,0,2
1503,131169.0,-2.96637,253055.0,119831.0,1.37724,0.08703630000000001,107455.0,35307.1,1.77498,1.33541,28032.8,27329.2,0.17898,-0.322474,44561.0,24201.9,1.21405,-2.99608,5,0,4,0,1
1504,26224.9,-2.66633,199689.0,144885.0,0.834384,0.42956400000000006,126913.0,116368.0,-0.401807,-2.73561,121376.0,70674.8,-1.11439,1.7350299999999999,121537.0,66841.6,-1.1993200000000002,-2.96465,7,3,4,0,0
1505,47122.0,3.0967599999999997,195988.0,68714.0,1.70619,-2.00367,65399.2,63892.9,-0.0952965,-0.163473,247669.0,50457.6,2.27201,0.322176,88496.8,45820.1,1.26857,2.6087,5,1,3,0,1
1506,82437.7,-2.64902,392349.0,119954.0,1.85114,-0.324035,245216.0,98330.8,1.55595,-2.9220200000000003,243434.0,91431.7,1.63227,1.28423,41570.0,33915.1,0.652886,0.21681199999999998,4,1,3,0,0
1507,76551.6,-2.4464200000000003,71938.7,60813.3,-0.528766,1.7158099999999998,142484.0,42110.2,1.88774,-0.9503209999999999,35838.4,34477.5,0.231237,-0.580809,111808.0,29293.3,2.01317,1.4035799999999998,7,2,4,1,0
1508,164033.0,1.98839,174661.0,110403.0,-1.02735,-0.804217,118186.0,98421.8,-0.618568,2.7237299999999998,341264.0,65948.8,2.32638,-2.09727,293606.0,63545.1,-2.21119,-0.389669,6,2,4,0,0
1509,72063.9,-2.50904,40391.6,38623.8,0.25886,0.224333,64820.4,32702.6,1.30037,-0.07452339999999999,85720.8,23978.3,1.94693,-1.06889,192277.0,38699.6,2.2859700000000003,1.73121,4,1,1,1,1
1510,67516.0,-3.01303,473956.0,67108.8,2.64253,0.47740600000000005,477023.0,59113.2,2.77722,-2.42805,116279.0,47478.3,1.54323,-0.404942,58542.5,38321.7,0.982793,0.397956,6,2,4,0,0
1511,66400.5,-1.03616,494297.0,452143.0,-0.387374,1.8173700000000002,704099.0,188183.0,-1.99036,-1.09569,355326.0,106691.0,1.87178,-2.40259,857742.0,99745.7,-2.84101,-1.0728,9,2,7,0,0
1512,67199.1,2.60003,217604.0,131196.0,-1.0871,-2.70627,124938.0,108499.0,-0.536213,2.30705,199272.0,106454.0,1.23764,-2.10657,317398.0,101404.0,-1.80611,0.0392484,11,3,7,0,1
1513,12459.9,-2.11908,146094.0,91042.5,1.04519,-0.255423,120338.0,73105.5,1.07835,-2.8924,48146.2,40349.4,0.612063,1.26744,210651.0,34046.4,2.50827,2.3141,5,1,4,0,0
1514,159807.0,0.47871099999999994,204539.0,108201.0,-1.25002,2.75616,443296.0,88549.3,-2.29339,2.52115,119395.0,63643.7,-1.2380799999999998,-1.43519,63797.4,60111.6,0.340358,-1.1259,10,2,7,0,1
1515,24862.1,1.49205,303134.0,98299.2,1.7881900000000002,-2.02141,81895.1,73447.5,-0.446529,1.96508,83999.9,38256.5,-1.4157,-0.6197189999999999,43001.4,36296.0,0.569499,0.165372,5,1,4,0,0
1516,33888.0,1.44956,102047.0,94431.3,-0.34495,0.9331659999999999,94689.5,57086.7,-1.0791,-2.1345,55630.6,51927.8,-0.347169,2.6010299999999997,65433.7,37243.9,-1.1494,-1.31974,6,1,5,0,0
1517,21506.8,-0.0306627,130215.0,124682.0,-0.169975,-2.6401,113475.0,80554.7,0.8400719999999999,0.272635,295718.0,75854.8,2.0361,0.03438069999999999,65735.8,57513.2,-0.515476,1.9433900000000002,6,2,4,0,0
1518,18804.3,9.76545e-05,379936.0,102328.0,1.98501,-0.0310594,350519.0,71083.9,2.2775,-2.24178,498486.0,64316.0,2.73658,2.27659,95791.7,55330.5,1.14313,2.61952,12,2,10,0,0
1519,15516.6,-2.93265,284895.0,143876.0,1.28962,-0.26807800000000004,91692.8,75647.6,0.623896,2.60295,277893.0,70233.7,2.05103,-2.91571,185228.0,53170.5,1.91769,1.83739,8,2,6,0,0
1520,64809.6,-2.04353,279796.0,229165.0,0.6442060000000001,-0.25756999999999997,156022.0,154697.0,0.0123311,2.4929200000000002,121018.0,111834.0,-0.356501,-0.739995,411826.0,104221.0,-2.04929,-2.77995,10,1,8,0,1
1521,48008.6,0.452834,531877.0,472895.0,0.448387,2.47035,338414.0,243654.0,0.8283889999999999,-0.997755,302370.0,229422.0,-0.744681,-1.1898,528650.0,70945.9,-2.6964900000000003,0.91102,7,2,5,0,0
1522,14399.8,-0.0222268,130870.0,116298.0,0.480533,2.40089,270121.0,54340.9,2.28614,-2.4476,63127.0,51669.7,0.625314,-0.31447800000000004,54205.6,43695.9,0.657193,-2.07985,6,1,5,0,0
1523,34116.9,0.0630046,125443.0,118720.0,0.317244,0.465592,192125.0,97346.4,-1.30021,-2.43361,74235.8,71453.6,0.17158800000000002,2.86598,58582.8,57305.1,0.0864531,1.46545,6,1,5,0,0
1524,21732.4,2.9550799999999997,237801.0,107659.0,-1.42212,-0.280095,84477.8,82537.2,-0.203641,-2.8837599999999997,139344.0,82252.0,-1.10568,2.36108,50106.2,46531.9,0.312398,-0.26610100000000003,4,1,3,0,0
1525,18391.3,-0.726604,508081.0,57005.3,2.87688,-0.939874,84935.8,42602.9,1.30627,-2.3898,389827.0,77597.4,2.29726,1.2769,0.0,0.0,0.0,0.0,3,0,2,0,1
1526,176156.0,-0.44665699999999997,921783.0,417710.0,-1.42363,2.7010400000000003,156453.0,153360.0,-0.152456,-0.5662590000000001,188733.0,102616.0,-1.20991,-0.182585,122373.0,68501.6,-1.17547,-2.19105,7,3,3,0,1
1527,6285.85,2.97275,359431.0,184728.0,-1.28339,2.07539,94231.0,92601.8,0.164544,-0.814637,97458.0,85834.6,-0.5088739999999999,-0.460395,69004.3,67594.5,-0.165424,-1.6629200000000002,6,2,4,0,0
1528,118115.0,-1.76918,2425930.0,421539.0,2.43539,1.2643799999999998,504530.0,378689.0,-0.772936,0.640948,449339.0,239415.0,1.23632,-2.14607,275397.0,187735.0,0.923151,-2.68092,13,0,13,0,0
1529,71941.4,1.0766,169246.0,60598.9,1.6841099999999998,-1.55788,94671.3,58900.6,1.03635,2.76415,228343.0,57763.6,-2.04896,-1.0297100000000001,0.0,0.0,0.0,0.0,3,0,3,0,0
1530,30434.0,0.0945687,359550.0,112135.0,-1.83169,2.6065400000000003,135329.0,101804.0,-0.785706,-0.392437,694223.0,31597.6,-3.78232,-2.22612,174682.0,27567.6,-2.53234,2.20813,4,1,3,0,0
1531,23228.1,1.37176,242479.0,134043.0,-1.19724,1.29742,588889.0,93476.6,-2.52713,-1.6521299999999999,755952.0,71137.3,-3.0540700000000003,-2.63585,698060.0,56706.9,-3.20183,-0.428832,7,0,7,0,0
1532,52402.3,-2.60093,361910.0,86558.2,2.10816,1.1571799999999999,281447.0,74878.1,1.99806,-0.530981,182634.0,50673.0,1.95406,2.51067,59847.3,44712.7,0.80101,-1.6083,4,1,3,0,0
1533,167563.0,-1.09289,1120020.0,120868.0,-2.9160000000000004,2.62989,492199.0,104557.0,-2.2292,1.90347,254957.0,104097.0,-1.54062,0.117496,96856.9,67794.1,-0.887048,-2.00507,7,2,5,0,0
1534,18188.1,0.795841,169003.0,148244.0,-0.513559,-2.7800700000000003,217935.0,96593.0,-1.45295,0.131321,236741.0,80315.6,-1.7433900000000002,0.872072,107723.0,73325.8,-0.931642,1.17898,7,2,5,0,0
1535,33838.0,-0.44921700000000003,457852.0,238700.0,1.26242,2.4201799999999998,266501.0,159306.0,-1.09634,-0.484495,76011.9,71519.0,0.291892,-0.17632899999999999,95385.3,68962.2,-0.842835,0.656562,10,1,9,0,0
1536,45424.5,-0.818987,195549.0,142864.0,-0.8081149999999999,1.77547,208469.0,62737.0,-1.87001,-2.40981,157419.0,39750.8,-2.05212,0.44586800000000004,255218.0,106910.0,-1.51621,-1.43079,4,2,1,0,1
1537,22117.8,2.95645,111904.0,110732.0,0.048002,-0.728862,166344.0,108988.0,0.981206,2.43545,282281.0,79053.1,1.94445,1.9063400000000001,504182.0,46732.7,-3.06901,0.208119,6,1,5,0,0
1538,3216.09,-0.719596,1254210.0,1164370.0,0.371927,-1.68862,1413930.0,1146330.0,-0.639729,1.43418,132566.0,111882.0,0.576488,1.7045599999999999,220521.0,94607.5,-1.48724,-3.00374,8,1,7,0,0
1539,41425.9,-1.9429900000000002,432194.0,178624.0,-1.5240200000000002,0.859848,367477.0,150745.0,-1.5366,-2.74904,1304270.0,60224.0,-3.76791,0.09435249999999999,124154.0,58546.3,-1.3834,-1.7109,5,2,2,0,1
1540,66583.0,2.15599,418392.0,204584.0,-1.33646,0.297716,270630.0,140519.0,1.27071,-0.701705,521914.0,134310.0,2.03001,2.74622,100693.0,56419.4,-1.1696,1.68154,9,1,7,0,1
1541,33794.5,-2.17334,207722.0,97634.9,-1.38353,0.158907,313270.0,89328.6,1.92634,1.99364,56880.3,52710.0,-0.385505,-0.44857700000000006,50577.5,37883.7,-0.7877460000000001,3.08774,7,1,6,0,0
1542,80551.9,-2.2446,703454.0,191293.0,-1.9754,1.5061,204600.0,162791.0,-0.698581,-2.10384,109739.0,78029.7,-0.859194,0.6351859999999999,75335.9,72618.4,-0.0120058,0.353937,9,2,7,0,0
1543,62668.9,-0.42860299999999996,128990.0,121870.0,0.279303,2.77989,79921.9,27313.7,1.73278,-1.92536,30248.5,23750.4,0.685125,-1.5160200000000001,74953.2,70812.6,0.340328,0.613401,5,1,2,0,2
1544,34913.7,3.03888,357068.0,122390.0,1.7316599999999998,-1.1969,108666.0,96507.9,0.489625,2.51448,126186.0,49935.6,1.57634,0.35638800000000004,36718.8,33409.0,-0.336494,0.766865,4,2,2,0,0
1545,39348.4,-1.31192,1105940.0,206540.0,2.36096,-1.17028,406061.0,153320.0,1.6287,1.62594,376446.0,114741.0,1.85648,2.58602,99687.5,43592.7,1.46087,-1.04417,5,1,4,0,0
1546,92891.0,-2.20838,1758300.0,603470.0,-1.73144,0.0883645,763540.0,592681.0,-0.6984229999999999,-2.94913,198155.0,180924.0,0.3775,-0.10414100000000001,279542.0,124856.0,-1.4412,2.77197,6,2,4,0,0
1547,40973.6,2.59788,183606.0,128137.0,0.887542,-0.816361,157234.0,107879.0,-0.910496,1.07826,164479.0,73566.6,-1.43533,2.41245,133105.0,72185.1,1.21791,-2.1714599999999997,6,2,4,0,0
1548,16440.4,-0.619124,93315.3,89166.5,-0.285723,0.226687,206448.0,78238.7,-1.62453,2.96155,68198.0,41761.0,-1.06967,-0.31300500000000003,396977.0,37125.1,3.06051,-2.50128,5,1,4,0,0
1549,51513.6,-2.30356,173285.0,80296.2,-1.39826,2.51637,468564.0,71571.3,-2.5659,1.07837,581899.0,43747.7,-3.27944,-1.42824,358812.0,37885.9,-2.93844,-0.056920500000000006,7,1,6,0,0
1550,31203.8,1.31649,132718.0,92544.8,-0.8980020000000001,2.55578,65936.6,62466.7,-0.289749,-1.51506,119098.0,60307.0,1.30101,-2.04849,101064.0,55312.3,1.20418,-0.479879,7,0,7,0,0
1551,55504.4,0.752259,124850.0,121992.0,0.154657,1.65105,78552.6,73759.9,0.351317,-2.75445,65413.2,51812.9,-0.693936,-1.13105,670379.0,42582.1,3.4485,-1.18335,6,1,5,0,0
1552,28323.7,2.3641099999999997,218190.0,119575.0,-1.20551,0.039566500000000004,291997.0,61347.2,-2.24194,2.90619,270454.0,48375.9,-2.40503,-1.9019099999999998,656540.0,40831.5,-3.4696300000000004,2.16785,5,0,5,0,0
