ID,MET,METphi,Type_1,P1,P2,P3,P4,Type_2,P5,P6,P7,P8,Type_3,P9,P10,P11,P12,Type_4,P13,P14,P15,P16,Type_5,P17,P18,P19,P20,Type_6,P21,P22,P23,P24,Type_7,P25,P26,P27,P28,Type_8,P29,P30,P31,P32,Type_9,P33,P34,P35,P36,Type_10,P37,P38,P39,P40,Type_11,P41,P42,P43,P44,Type_12,P45,P46,P47,P48,Type_13,P49,P50,P51,P52
1505,47122.0,3.09676,j,195988.0,68714.0,1.70619,-2.00367,j,65399.2,63892.9,-0.0952965,-0.163473,b,247669.0,50457.6,2.27201,0.322176,j,88496.8,45820.1,1.26857,2.6087,e+,37239.2,29383.3,-0.715862,1.58723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,82437.7,-2.64902,b,392349.0,119954.0,1.8511400000000002,-0.324035,j,245216.0,98330.8,1.55595,-2.92202,j,243434.0,91431.7,1.63227,1.28423,j,41570.0,33915.1,0.652886,0.216812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,76551.6,-2.44642,b,71938.7,60813.3,-0.528766,1.71581,j,142484.0,42110.2,1.8877400000000002,-0.950321,j,35838.4,34477.5,0.231237,-0.580809,j,111808.0,29293.3,2.01317,1.40358,j,46371.4,27075.1,1.12627,1.94441,b,27102.2,24947.9,0.316902,-1.65934,g,41175.4,29845.9,0.845879,0.298018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,164033.0,1.98839,b,174661.0,110403.0,-1.02735,-0.804217,b,118186.0,98421.8,-0.618568,2.72373,j,341264.0,65948.8,2.32638,-2.09727,j,293606.0,63545.1,-2.21119,-0.389669,j,473957.0,60485.6,2.74737,-0.938883,j,79394.8,34591.0,-1.46969,1.07401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,72063.9,-2.50904,b,40391.6,38623.8,0.25886,0.224333,j,64820.4,32702.6,1.30037,-0.0745234,m+,85720.8,23978.3,1.9469299999999998,-1.06889,g,192277.0,38699.6,2.2859700000000003,1.73121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,67516.0,-3.01303,j,473956.0,67108.8,2.64253,0.477406,j,477023.0,59113.2,2.7772200000000002,-2.42805,j,116279.0,47478.3,1.5432299999999999,-0.404942,b,58542.5,38321.7,0.982793,0.397956,j,52913.5,34388.4,0.963252,2.98902,b,34672.3,28227.4,0.658165,1.05854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,66400.5,-1.03616,j,494297.0,452143.0,-0.387374,1.81737,b,704099.0,188183.0,-1.99036,-1.09569,j,355326.0,106691.0,1.87178,-2.40259,j,857742.0,99745.7,-2.84101,-1.0728,j,102207.0,65298.0,-0.9928110000000001,0.0629464,j,94999.6,61052.1,-1.00539,-2.22052,b,64829.6,60864.8,0.33211999999999997,-2.19308,j,205039.0,31555.8,-2.55764,-0.130225,j,193244.0,26551.7,-2.6726799999999997,2.53085,,,,,,,,,,,,,,,,,,,,
1512,67199.1,2.60003,b,217604.0,131196.0,-1.0871,-2.70627,b,124938.0,108499.0,-0.536213,2.30705,j,199272.0,106454.0,1.23764,-2.10657,j,317398.0,101404.0,-1.8061099999999999,0.0392484,j,194568.0,95651.0,-1.33543,1.1394,j,324552.0,69798.2,2.2165,-0.341096,j,107056.0,61250.9,1.15659,-0.945471,j,171463.0,35907.3,2.24335,0.612165,j,277834.0,35387.5,-2.74858,1.00421,b,35926.8,34160.2,0.281549,0.400071,m+,98255.3,66467.9,0.9426969999999999,2.01499,,,,,,,,,,
1513,12459.9,-2.11908,j,146094.0,91042.5,1.04519,-0.255423,b,120338.0,73105.5,1.07835,-2.8924,j,48146.2,40349.4,0.612063,1.26744,j,210651.0,34046.4,2.50827,2.3141,j,131673.0,27868.6,-2.23322,-2.72122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,159807.0,0.478711,b,204539.0,108201.0,-1.2500200000000001,2.75616,j,443296.0,88549.3,-2.29339,2.52115,b,119395.0,63643.7,-1.2380799999999998,-1.43519,j,63797.4,60111.6,0.340358,-1.1259,j,59121.9,53403.5,0.437097,0.998906,j,152265.0,50564.4,1.76268,-2.48959,j,252561.0,42798.3,-2.46029,-0.687565,j,75426.8,30737.9,-1.54419,-2.18074,j,146080.0,25804.0,-2.41866,-2.64772,m+,172601.0,148193.0,0.566339,-0.0396596,,,,,,,,,,,,,,,
1515,24862.1,1.49205,j,303134.0,98299.2,1.7881900000000002,-2.02141,b,81895.1,73447.5,-0.446529,1.96508,j,83999.9,38256.5,-1.4157,-0.619719,j,43001.4,36296.0,0.569499,0.165372,j,61806.5,32925.6,1.23791,0.688049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,33888.0,1.44956,b,102047.0,94431.3,-0.34495,0.933166,j,94689.5,57086.7,-1.0791,-2.1345,j,55630.6,51927.8,-0.347169,2.60103,j,65433.7,37243.9,-1.1494,-1.31974,j,464652.0,33366.7,-3.32536,-2.12779,j,32513.6,24372.3,-0.782072,-0.386734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,21506.8,-0.0306627,j,130215.0,124682.0,-0.169975,-2.6401,b,113475.0,80554.7,0.8400719999999999,0.272635,j,295718.0,75854.8,2.0361,0.0343807,j,65735.8,57513.2,-0.515476,1.94339,b,222902.0,42230.4,2.34659,-2.48718,j,46729.9,40492.5,0.508609,3.08969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,18804.3,9.76545e-05,j,379936.0,102328.0,1.98501,-0.0310594,j,350519.0,71083.9,2.2775,-2.24178,j,498486.0,64316.0,2.73658,2.27659,b,95791.7,55330.5,1.14313,2.61952,j,142274.0,51355.1,1.6752200000000002,-0.8383,j,44666.7,41766.4,-0.331777,1.25887,j,224904.0,35352.6,-2.53575,-1.79753,j,87882.1,32777.2,-1.63183,2.0008,j,107190.0,29731.4,-1.95061,2.90348,j,557088.0,28230.7,3.6747099999999997,1.86507,j,236328.0,26771.9,2.86738,-0.536801,b,31153.2,24511.4,0.703488,-2.20591,,,,,
1519,15516.6,-2.93265,j,284895.0,143876.0,1.28962,-0.268078,b,91692.8,75647.6,0.623896,2.60295,j,277893.0,70233.7,2.05103,-2.91571,j,185228.0,53170.5,1.9176900000000001,1.83739,j,52223.3,46610.7,-0.431541,-0.0974058,b,106081.0,39752.9,1.63365,-2.19269,j,46565.8,33750.0,0.84129,1.58488,j,100600.0,29501.6,-1.89461,-1.81732,,,,,,,,,,,,,,,,,,,,,,,,,
1520,64809.6,-2.04353,j,279796.0,229165.0,0.6442060000000001,-0.25757,j,156022.0,154697.0,0.012331100000000001,2.49292,j,121018.0,111834.0,-0.356501,-0.739995,j,411826.0,104221.0,-2.04929,-2.77995,j,352790.0,73174.9,2.25316,1.36894,j,93239.9,43230.1,-1.40024,0.137018,b,179658.0,42204.1,2.12494,2.26142,j,56282.4,39820.5,0.872767,1.78791,j,38056.7,25594.6,-0.9487629999999999,1.5457,e+,172111.0,87431.4,1.2986,-2.45091,,,,,,,,,,,,,,,
1521,48008.6,0.452834,b,531877.0,472895.0,0.448387,2.47035,j,338414.0,243654.0,0.8283889999999999,-0.997755,b,302370.0,229422.0,-0.744681,-1.1898,j,528650.0,70945.9,-2.6964900000000003,0.91102,j,107255.0,63012.5,1.11966,-0.147313,j,538398.0,41276.2,3.25976,1.93491,j,66385.3,23307.1,-1.7046,0.852822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,14399.8,-0.0222268,j,130870.0,116298.0,0.480533,2.40089,j,270121.0,54340.9,2.28614,-2.4476,b,63127.0,51669.7,0.625314,-0.314478,j,54205.6,43695.9,0.657193,-2.07985,j,170187.0,39527.8,2.13777,0.598371,j,43480.9,37794.5,-0.483425,-0.86326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,34116.9,0.0630046,b,125443.0,118720.0,0.317244,0.465592,j,192125.0,97346.4,-1.30021,-2.43361,j,74235.8,71453.6,0.17158800000000002,2.86598,j,58582.8,57305.1,0.0864531,1.46545,j,48300.4,45680.8,-0.334158,-1.4156,j,38323.5,37867.4,-0.0698195,-0.820694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,21732.4,2.95508,b,237801.0,107659.0,-1.42212,-0.280095,j,84477.8,82537.2,-0.20364100000000002,-2.88376,j,139344.0,82252.0,-1.10568,2.36108,j,50106.2,46531.9,0.312398,-0.266101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,18391.3,-0.726604,j,508081.0,57005.3,2.87688,-0.939874,j,84935.8,42602.9,1.30627,-2.3898,e+,389827.0,77597.4,2.2972599999999996,1.2769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,176156.0,-0.446657,b,921783.0,417710.0,-1.42363,2.70104,j,156453.0,153360.0,-0.152456,-0.566259,j,188733.0,102616.0,-1.20991,-0.182585,b,122373.0,68501.6,-1.17547,-2.19105,b,43624.2,39115.1,-0.358685,2.14552,j,31177.5,30309.5,-0.178266,0.391051,m+,146296.0,87433.2,1.10352,-0.132384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,6285.85,2.97275,b,359431.0,184728.0,-1.28339,2.07539,j,94231.0,92601.8,0.164544,-0.814637,b,97458.0,85834.6,-0.5088739999999999,-0.460395,j,69004.3,67594.5,-0.165424,-1.66292,j,65151.3,59374.7,0.42971800000000004,-1.80433,j,181741.0,56371.5,-1.83848,1.69731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,118115.0,-1.76918,j,2425930.0,421539.0,2.43539,1.26438,j,504530.0,378689.0,-0.772936,0.640948,j,449339.0,239415.0,1.23632,-2.14607,j,275397.0,187735.0,0.923151,-2.68092,j,428130.0,132893.0,1.8374,-2.19068,j,87023.5,85123.1,-0.10586500000000001,-2.80348,j,116834.0,63133.2,-1.22441,1.58982,j,139905.0,62573.5,1.44271,-1.44395,j,118418.0,57181.2,-1.3531600000000001,-0.861208,j,63026.1,53111.9,0.591725,-2.0431,j,52775.6,50958.8,0.192893,0.0616042,j,111438.0,50558.6,-1.4257,-2.56892,j,269090.0,29039.8,2.9163799999999998,1.74902
1529,71941.4,1.0766,j,169246.0,60598.9,1.6841099999999998,-1.55788,j,94671.3,58900.6,1.03635,2.76415,j,228343.0,57763.6,-2.0489599999999997,-1.02971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,30434.0,0.0945687,b,359550.0,112135.0,-1.83169,2.60654,j,135329.0,101804.0,-0.785706,-0.392437,j,694223.0,31597.6,-3.78232,-2.22612,j,174682.0,27567.6,-2.53234,2.20813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,23228.1,1.37176,j,242479.0,134043.0,-1.1972399999999999,1.29742,j,588889.0,93476.6,-2.52713,-1.65213,j,755952.0,71137.3,-3.0540700000000003,-2.63585,j,698060.0,56706.9,-3.2018299999999997,-0.428832,j,152154.0,35603.8,-2.13096,0.927225,j,114247.0,31208.4,-1.96918,-2.65247,j,45051.9,23814.7,-1.24766,-2.3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,52402.3,-2.60093,j,361910.0,86558.2,2.10816,1.15718,b,281447.0,74878.1,1.99806,-0.530981,j,182634.0,50673.0,1.95406,2.51067,j,59847.3,44712.7,0.80101,-1.6083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,167563.0,-1.09289,j,1120020.0,120868.0,-2.9160000000000004,2.62989,j,492199.0,104557.0,-2.2292,1.90347,b,254957.0,104097.0,-1.54062,0.117496,b,96856.9,67794.1,-0.887048,-2.00507,j,105893.0,59156.8,-1.17685,2.14844,j,200807.0,45906.1,-2.15227,-1.23926,j,143429.0,40545.2,-1.93386,0.970066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,18188.1,0.795841,b,169003.0,148244.0,-0.513559,-2.78007,j,217935.0,96593.0,-1.45295,0.131321,j,236741.0,80315.6,-1.7433900000000002,0.872072,b,107723.0,73325.8,-0.931642,1.17898,j,80460.5,55969.4,-0.8914209999999999,-1.62351,j,412734.0,33732.0,-3.1956,-1.74502,j,172586.0,24879.4,-2.6245700000000003,-0.423551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,33838.0,-0.449217,j,457852.0,238700.0,1.26242,2.42018,j,266501.0,159306.0,-1.0963399999999999,-0.484495,j,76011.9,71519.0,0.291892,-0.176329,b,95385.3,68962.2,-0.842835,0.656562,j,70793.1,63420.9,-0.474278,-0.733493,j,88358.5,62902.7,-0.8538459999999999,-2.27477,j,212240.0,59383.9,1.94545,2.56809,j,57696.5,57022.4,-0.10994000000000001,-1.337,j,60781.9,51616.0,0.577983,2.23561,j,113528.0,46573.4,1.5356100000000001,-2.02333,,,,,,,,,,,,,,,
1536,45424.5,-0.818987,b,195549.0,142864.0,-0.8081149999999999,1.77547,b,208469.0,62737.0,-1.87001,-2.40981,j,157419.0,39750.8,-2.05212,0.445868,e+,255218.0,106910.0,-1.51621,-1.43079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,22117.8,2.95645,j,111904.0,110732.0,0.048001999999999996,-0.728862,j,166344.0,108988.0,0.9812059999999999,2.43545,j,282281.0,79053.1,1.94445,1.90634,j,504182.0,46732.7,-3.06901,0.208119,b,135644.0,33840.6,2.0640099999999997,-1.58329,j,450036.0,31750.7,-3.34324,-0.834754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,3216.09,-0.719596,j,1254210.0,1164370.0,0.371927,-1.68862,j,1413930.0,1146330.0,-0.639729,1.43418,b,132566.0,111882.0,0.576488,1.70456,j,220521.0,94607.5,-1.48724,-3.00374,j,117862.0,90709.5,-0.752788,-2.99421,j,114355.0,80754.0,-0.8765639999999999,-0.092494,j,95414.0,78938.2,0.612999,-0.891663,j,310109.0,32168.0,-2.95627,-0.503594,,,,,,,,,,,,,,,,,,,,,,,,,
1539,41425.9,-1.94299,b,432194.0,178624.0,-1.5240200000000002,0.859848,j,367477.0,150745.0,-1.5366,-2.74904,j,1304270.0,60224.0,-3.7679099999999996,0.0943525,b,124154.0,58546.3,-1.3834,-1.7109,m+,79219.2,62514.7,-0.7156680000000001,-3.05657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,66583.0,2.15599,j,418392.0,204584.0,-1.33646,0.297716,b,270630.0,140519.0,1.27071,-0.701705,j,521914.0,134310.0,2.03001,2.74622,j,100693.0,56419.4,-1.1696,1.68154,j,31159.0,28356.8,-0.41547,0.199746,j,140905.0,27126.4,-2.3310299999999997,1.91412,j,28257.4,25584.9,-0.441514,-2.34683,j,101087.0,25351.5,2.05892,-1.00824,e+,329064.0,173620.0,-1.25429,-2.31269,,,,,,,,,,,,,,,,,,,,
1541,33794.5,-2.17334,j,207722.0,97634.9,-1.38353,0.158907,j,313270.0,89328.6,1.9263400000000002,1.99364,j,56880.3,52710.0,-0.38550500000000004,-0.448577,b,50577.5,37883.7,-0.7877460000000001,3.08774,j,141096.0,35549.1,-2.05314,-1.47379,j,38477.9,34971.0,-0.382002,-1.8131,j,30380.2,28816.0,-0.24051399999999998,1.88626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,80551.9,-2.2446,j,703454.0,191293.0,-1.9754,1.5061,j,204600.0,162791.0,-0.698581,-2.10384,b,109739.0,78029.7,-0.859194,0.635186,j,75335.9,72618.4,-0.012005799999999999,0.353937,j,248335.0,69465.8,-1.9454200000000001,-0.965486,j,128511.0,54943.5,-1.48991,-1.77381,b,49534.4,38090.3,0.746432,1.32558,j,24598.2,24263.5,0.0734428,2.18339,j,39323.1,24080.9,-1.06274,-2.73772,,,,,,,,,,,,,,,,,,,,
1543,62668.9,-0.428603,b,128990.0,121870.0,0.279303,2.77989,j,79921.9,27313.7,1.73278,-1.92536,j,30248.5,23750.4,0.685125,-1.51602,e+,74953.2,70812.6,0.340328,0.613401,m-,37455.8,37443.2,-0.0258592,-1.5525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,34913.7,3.03888,b,357068.0,122390.0,1.7316599999999998,-1.1969,b,108666.0,96507.9,0.489625,2.51448,j,126186.0,49935.6,1.57634,0.356388,j,36718.8,33409.0,-0.336494,0.766865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,39348.4,-1.31192,j,1105940.0,206540.0,2.36096,-1.17028,b,406061.0,153320.0,1.6287,1.62594,j,376446.0,114741.0,1.85648,2.58602,j,99687.5,43592.7,1.4608700000000001,-1.04417,j,297123.0,25289.8,3.15478,1.60942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,92891.0,-2.20838,j,1758300.0,603470.0,-1.73144,0.0883645,j,763540.0,592681.0,-0.6984229999999999,-2.94913,b,198155.0,180924.0,0.3775,-0.104141,b,279542.0,124856.0,-1.4412,2.77197,j,189005.0,86656.3,-1.41161,1.76284,j,36065.8,30647.8,-0.582892,1.74748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,40973.6,2.59788,b,183606.0,128137.0,0.887542,-0.816361,b,157234.0,107879.0,-0.9104959999999999,1.07826,j,164479.0,73566.6,-1.43533,2.41245,j,133105.0,72185.1,1.21791,-2.17146,j,101520.0,34534.4,-1.7318200000000001,-2.88528,j,40330.1,25876.9,1.00394,2.69344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,16440.4,-0.619124,j,93315.3,89166.5,-0.285723,0.226687,b,206448.0,78238.7,-1.62453,2.96155,j,68198.0,41761.0,-1.0696700000000001,-0.313005,j,396977.0,37125.1,3.06051,-2.50128,j,39944.8,27680.1,-0.900435,1.85779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,51513.6,-2.30356,j,173285.0,80296.2,-1.39826,2.51637,j,468564.0,71571.3,-2.5659,1.07837,j,581899.0,43747.7,-3.27944,-1.42824,j,358812.0,37885.9,-2.93844,-0.0569205,j,105490.0,31841.6,-1.8663599999999998,1.60466,b,103881.0,28109.4,-1.9785599999999999,-1.2021,j,644869.0,24056.1,-3.98144,-1.96941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,31203.8,1.31649,j,132718.0,92544.8,-0.8980020000000001,2.55578,j,65936.6,62466.7,-0.289749,-1.51506,j,119098.0,60307.0,1.30101,-2.04849,j,101064.0,55312.3,1.20418,-0.479879,j,131113.0,53663.5,1.53722,1.60752,j,400601.0,42239.0,2.93985,-0.0971278,j,77365.4,33609.7,-1.47248,1.15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,55504.4,0.752259,j,124850.0,121992.0,0.154657,1.65105,b,78552.6,73759.9,0.351317,-2.75445,j,65413.2,51812.9,-0.693936,-1.13105,j,670379.0,42582.1,3.4485,-1.18335,j,53417.3,34446.8,-1.00647,-2.524,j,109948.0,31372.8,1.92612,-0.827879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,28323.7,2.36411,j,218190.0,119575.0,-1.20551,0.0395665,j,291997.0,61347.2,-2.24194,2.90619,j,270454.0,48375.9,-2.40503,-1.90191,j,656540.0,40831.5,-3.4696300000000004,2.16785,j,27717.7,26484.1,-0.27172199999999996,-1.16293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,40170.1,-1.19812,j,1875290.0,367236.0,-2.31184,1.35732,b,219172.0,208236.0,-0.047335300000000004,-2.06908,j,165341.0,142026.0,0.479493,-0.941796,j,128461.0,83141.8,0.974582,-3.02432,j,215044.0,71352.2,1.76423,3.04148,j,76626.8,44203.8,1.1451200000000001,-1.3808,j,39883.1,38471.7,-0.257326,0.321667,j,253680.0,35036.5,-2.66735,0.82807,,,,,,,,,,,,,,,,,,,,,,,,,
1554,26288.0,2.74218,j,440399.0,157573.0,1.68698,-0.385477,j,153795.0,100157.0,0.985658,2.04579,j,154270.0,96495.5,-1.03777,1.36622,j,201802.0,95797.1,1.36521,-2.21701,j,238365.0,55990.0,2.12721,-2.51976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,248454.0,-2.71509,j,334923.0,325524.0,-0.2271,0.11365,j,460881.0,164263.0,1.6855900000000001,-2.46532,j,173788.0,86174.6,1.32067,1.13035,j,85535.7,69143.6,0.65925,2.09523,j,74400.7,60245.4,0.658076,-0.837194,j,136883.0,53453.6,1.59209,2.83138,j,158079.0,48060.1,1.8576599999999999,1.57574,j,73872.5,47783.6,0.996949,0.19435,j,635612.0,33469.3,3.63631,-0.970828,j,506936.0,27087.6,3.6215599999999997,2.08607,m+,253532.0,204135.0,0.682358,-2.74351,,,,,,,,,,
1556,17115.2,2.08679,j,97849.7,95836.5,0.167769,2.89074,b,87117.2,85332.0,0.11575,-0.326492,j,336999.0,70766.1,2.2417,-0.493551,b,134625.0,50401.3,1.63714,3.04412,b,33777.7,33400.2,-0.0641332,1.75027,j,536030.0,27424.4,3.66509,-1.20007,j,71722.9,26431.9,-1.6520400000000002,1.59621,j,25599.3,24121.6,0.26322,-1.55884,j,79368.7,23503.9,-1.8848599999999998,0.210099,m-,21281.5,16583.1,-0.736015,0.246047,,,,,,,,,,,,,,,
1557,71090.4,-2.1303,b,389842.0,148103.0,1.6208200000000001,-0.590119,j,159260.0,82229.5,-1.27762,1.64087,j,141590.0,59181.9,1.51452,2.15282,j,126345.0,55611.4,1.44841,-2.2692,j,110901.0,54652.8,1.32826,0.837904,j,55339.1,50526.7,0.406449,1.99314,b,37780.8,25892.5,0.920933,-2.70327,j,27195.7,25881.9,0.0432952,2.8456,j,25450.5,24712.3,-0.0609054,1.04396,j,992392.0,23896.3,4.41939,-1.1497,,,,,,,,,,,,,,,
1558,209661.0,0.4089,j,248574.0,150008.0,1.08099,2.42532,j,96890.9,85399.9,-0.497993,-1.92463,j,90938.0,77657.5,0.5216890000000001,-1.11725,j,1997730.0,44626.7,4.49445,-2.01278,j,175343.0,34610.1,2.3045400000000003,2.83403,j,33203.5,32233.7,0.11306600000000001,2.47034,m-,88063.1,88049.7,-0.0174105,0.0692089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,42612.6,-0.80508,j,157457.0,153879.0,-0.0113539,2.09929,b,169509.0,78776.3,-1.39711,-2.21581,b,76832.0,49298.3,-0.9882559999999999,0.264724,j,76300.9,48037.1,1.03132,-0.00409739,j,42826.3,40624.9,-0.293375,-2.15528,j,47936.0,26636.6,-1.1893799999999999,2.12836,j,65545.2,25764.2,-1.5820100000000001,-0.0596347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,21451.0,0.488634,j,1850980.0,95978.4,3.65174,-1.57611,j,106145.0,84326.2,0.6621560000000001,2.75903,j,52150.2,46427.3,-0.46190200000000003,-0.249755,b,44836.9,43232.2,0.26641,0.206598,j,104100.0,36951.7,1.69251,1.04139,j,911485.0,35539.1,3.93715,0.918304,j,447510.0,25959.9,-3.53934,2.5819,j,173684.0,24463.1,-2.64709,2.97893,,,,,,,,,,,,,,,,,,,,,,,,,
1561,116965.0,3.1004,b,178423.0,135937.0,-0.76459,-0.0759092,j,130178.0,42323.8,-1.78588,-1.4278,j,86534.9,37744.1,-1.46612,1.77655,m-,76188.7,67962.3,-0.48718999999999996,2.75092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,7439.15,-1.39632,j,371223.0,224302.0,-1.088,0.804505,j,429134.0,170050.0,-1.57589,-2.35953,b,127361.0,55220.6,-1.47502,2.88239,j,61571.2,55034.8,-0.46105100000000004,-0.635913,j,60177.1,38051.3,-1.02899,-0.161683,j,886387.0,28654.9,4.1246599999999995,2.68581,b,28696.7,26206.6,-0.370896,-2.71972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,50665.6,-2.57507,j,127657.0,120575.0,0.30254899999999996,1.37309,j,157764.0,83931.6,1.24191,-2.18196,j,221252.0,54249.4,-2.08212,-0.993794,j,90531.9,51361.8,1.15136,1.10591,j,50726.5,50552.4,0.0555405,-1.7667,j,48551.5,41925.1,-0.5458770000000001,0.0111315,j,82974.0,23658.8,-1.92298,1.68569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,55359.2,0.727832,b,308506.0,148362.0,-1.3534,2.01961,j,220635.0,91015.3,-1.5295100000000001,-1.52109,j,246641.0,49196.6,-2.29507,-1.60497,j,587494.0,33370.6,-3.56028,-1.20803,m+,43282.8,39223.0,-0.45114,-0.525572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,125879.0,2.50775,b,173894.0,151564.0,0.530786,-0.525184,b,137798.0,132476.0,-0.268754,-1.55572,b,249427.0,109668.0,1.45614,1.47995,j,109813.0,101838.0,0.26106599999999996,1.57753,j,133124.0,55676.9,-1.51595,-0.958934,j,134425.0,45878.5,1.73541,-1.47154,j,48072.7,45292.1,0.340702,-1.25409,j,527321.0,27913.7,-3.63107,2.99931,j,98764.9,25588.1,2.0263,1.18498,j,30588.2,24917.5,-0.620206,-3.00917,,,,,,,,,,,,,,,
1566,99871.8,1.74978,b,240873.0,89226.3,-1.6482299999999999,-2.10559,j,190880.0,49074.7,-2.0326299999999997,-0.332787,j,104400.0,44533.7,-1.49276,-1.26012,j,126273.0,24457.5,-2.3241099999999997,1.10408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,189326.0,-1.3532,j,2771990.0,536486.0,-2.3258900000000002,2.30139,b,323090.0,288329.0,0.4372,-0.44622,b,196129.0,104913.0,-1.23128,-1.76464,j,86957.8,36549.4,-1.50556,-0.161243,e-,29644.6,25100.1,-0.5930270000000001,-0.172538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,50593.5,0.982071,j,150253.0,122012.0,0.66061,-1.41418,j,90289.3,82329.8,-0.399214,-0.756733,j,80276.3,77585.2,0.24836,1.1871,j,337471.0,75175.3,2.17943,-3.10144,j,96996.6,70688.8,-0.832123,2.54031,j,46961.9,42010.2,0.47237799999999996,1.84283,j,552142.0,26316.3,3.73611,-0.570087,j,516805.0,24030.0,-3.76084,2.70056,,,,,,,,,,,,,,,,,,,,,,,,,
1569,14261.4,2.67704,b,141717.0,85818.1,-1.07808,-1.41912,j,100960.0,82443.1,-0.629459,2.42892,b,82050.8,77742.4,-0.31867,-2.74108,j,134821.0,71256.5,-1.24789,-0.159972,j,89622.4,42145.7,-1.38511,0.537657,j,62668.4,41164.5,-0.975416,1.05514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,32477.7,0.908311,b,149378.0,57010.9,1.61453,-1.55879,j,62445.2,55156.6,0.494561,-2.72498,j,178320.0,52808.6,1.8863,0.945061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,239537.0,-2.7522,j,400824.0,372064.0,-0.375102,1.36221,j,190335.0,178788.0,0.34518499999999996,-0.197008,j,175459.0,173335.0,-0.093472,-1.09611,b,135396.0,132842.0,0.0958029,-3.02078,b,330391.0,80832.0,2.08545,-0.957586,j,163163.0,33091.0,2.27595,3.11147,j,48363.0,32358.0,0.9446120000000001,-2.91654,e+,37885.0,28169.0,0.808375,0.671892,,,,,,,,,,,,,,,,,,,,,,,,,
